episode,scenario_idx,scenario_sos,scenario_cost,action_mode,reward,steps,done,terminated,truncated,dead_end,makespan,done_ops,epsilon,loss,replay_size
54,0,14,7433,op,-0.18500000000000008,111,True,False,False,True,900.0,111,0.946459102605027,0.001315870089456439,6277
55,0,14,7433,op,-0.2803333333333334,98,True,False,False,True,900.0,98,0.9455126435024219,0.0007719573914073408,6375
56,0,14,7433,op,0.6653517065048217,120,True,True,False,False,780.0,120,0.9445671308589195,0.0011551001807674766,6495
57,0,14,7433,op,-0.24366666666666675,103,True,False,False,True,888.0,103,0.9436225637280606,0.001131701748818159,6598
58,0,14,7433,op,-0.1410000000000001,117,True,False,False,True,886.0,117,0.9426789411643326,0.000790043908637017,6715
59,0,14,7433,op,-0.15566666666666676,115,True,False,False,True,889.0,115,0.9417362622231683,0.0014741073828190565,6830
60,0,14,7433,op,-0.13366666666666677,118,True,False,False,True,898.0,118,0.9407945259609451,0.0008821958908811212,6948
61,0,14,7433,op,-0.20700000000000007,108,True,False,False,True,899.0,108,0.9398537314349842,0.0010639284737408161,7056
62,0,14,7433,op,0.6667340574264525,120,True,True,False,False,775.0,120,0.9389138777035492,0.0007814336568117142,7176
63,0,14,7433,op,-0.1410000000000001,117,True,False,False,True,893.0,117,0.9379749638258457,0.0018461791332811117,7293
64,0,14,7433,op,0.6780694303512572,120,True,True,False,False,734.0,120,0.9370369888620198,0.0008817983325570822,7413
65,0,14,7433,op,0.6548457322120665,120,True,True,False,False,818.0,120,0.9360999518731578,0.0017280590254813433,7533
66,0,14,7433,op,0.663969295978546,120,True,True,False,False,785.0,120,0.9351638519212846,0.0019460010807961226,7653
67,0,14,7433,op,-0.1630000000000001,114,True,False,False,True,883.0,114,0.9342286880693633,0.0009722773684188724,7767
68,0,14,7433,op,-0.20700000000000007,108,True,False,False,True,894.0,108,0.933294459381294,0.0010565044358372688,7875
69,0,14,7433,op,0.6584398326873778,120,True,True,False,False,805.0,120,0.9323611649219127,0.0010355818085372448,7995
70,0,14,7433,op,0.6354926404953002,120,True,True,False,False,888.0,120,0.9314288037569908,0.0015951483510434628,8115
71,0,14,7433,op,-0.12633333333333344,119,True,False,False,True,900.0,119,0.9304973749532338,0.0011723591014742851,8234
72,0,14,7433,op,0.6390868005752562,120,True,True,False,False,875.0,120,0.9295668775782806,0.0011139356065541506,8354
73,0,14,7433,op,-0.18500000000000008,111,True,False,False,True,896.0,111,0.9286373107007023,0.0009497632854618132,8465
74,0,14,7433,op,-0.17766666666666675,112,True,False,False,True,900.0,112,0.9277086733900016,0.0015567055670544505,8577
75,0,14,7433,op,-0.19966666666666674,109,True,False,False,True,896.0,109,0.9267809647166116,0.0012821902055293322,8686
76,0,14,7433,op,-0.19966666666666674,109,True,False,False,True,891.0,109,0.925854183751895,0.0013578322250396013,8795
77,0,14,7433,op,0.6385338482856749,120,True,True,False,False,877.0,120,0.9249283295681431,0.0013858971651643515,8915
78,0,14,7433,op,-0.13366666666666677,118,True,False,False,True,897.0,118,0.9240034012385749,0.0012181932106614113,9033
79,0,14,7433,op,-0.17033333333333342,113,True,False,False,True,885.0,113,0.9230793978373364,0.0013884153449907899,9146
80,0,14,7433,op,-0.17033333333333342,113,True,False,False,True,891.0,113,0.9221563184394991,0.001414956757798791,9259
81,0,14,7433,op,0.6634163436889647,120,True,True,False,False,787.0,120,0.9212341621210596,0.0019283709116280079,9379
82,0,14,7433,op,-0.13366666666666677,118,True,False,False,True,878.0,118,0.9203129279589385,0.0017618401907384396,9497
83,0,14,7433,op,-0.3243333333333334,92,True,False,False,True,899.0,92,0.9193926150309796,0.002219230867922306,9589
84,0,14,7433,op,-0.17766666666666675,112,True,False,False,True,899.0,112,0.9184732224159486,0.0021418877877295017,9701
85,0,14,7433,op,-0.14833333333333343,116,True,False,False,True,891.0,116,0.9175547491935327,0.0018717048224061728,9817
86,0,14,7433,op,0.6802811799049376,120,True,True,False,False,726.0,120,0.9166371944443392,0.0017915214411914349,9937
87,0,14,7433,op,0.6562280831336974,120,True,True,False,False,813.0,120,0.9157205572498949,0.002349942224100232,10057
88,0,14,7433,op,0.6440633115768432,120,True,True,False,False,857.0,120,0.914804836692645,0.0019317122641950846,10177
89,0,14,7433,op,0.6352161941528319,120,True,True,False,False,889.0,120,0.9138900318559524,0.001722219167277217,10297
90,0,14,7433,op,0.684428292274475,120,True,True,False,False,711.0,120,0.9129761418240965,0.002925049513578415,10417
91,0,14,7433,op,-0.18500000000000008,111,True,False,False,True,899.0,111,0.9120631656822724,0.002295561134815216,10528
92,0,14,7433,op,-0.2290000000000001,105,True,False,False,True,879.0,105,0.9111511025165902,0.002296869410201907,10633
93,0,14,7433,op,0.6824929294586181,120,True,True,False,False,718.0,120,0.9102399514140735,0.004554704297333956,10753
94,0,14,7433,op,0.6587163386344909,120,True,True,False,False,804.0,120,0.9093297114626595,0.0030058776028454304,10873
95,0,14,7433,op,-0.28766666666666674,97,True,False,False,True,900.0,97,0.9084203817511969,0.0031071538105607033,10970
96,0,14,7433,op,-0.21433333333333343,107,True,False,False,True,888.0,107,0.9075119613694457,0.001451625139452517,11077
97,0,14,7433,op,-0.14833333333333343,116,True,False,False,True,891.0,116,0.9066044494080763,0.0023386836983263493,11193
98,0,14,7433,op,0.6493162689208983,120,True,True,False,False,838.0,120,0.9056978449586682,0.003592063207179308,11313
99,0,14,7433,op,0.6432339129447936,120,True,True,False,False,860.0,120,0.9047921471137096,0.0024006273597478867,11433
100,0,14,7433,op,-0.14833333333333343,116,True,False,False,True,887.0,116,0.9038873549665959,0.003285618731752038,11549
101,0,14,7433,op,-0.22166666666666673,106,True,False,False,True,897.0,106,0.9029834676116293,0.0023465969134122133,11655
102,0,14,7433,op,0.6484868702888488,120,True,True,False,False,841.0,120,0.9020804841440176,0.0029044020920991898,11775
103,0,14,7433,op,-0.17766666666666675,112,True,False,False,True,888.0,112,0.9011784036598737,0.002074491698294878,11887
104,0,14,7433,op,-0.17766666666666675,112,True,False,False,True,892.0,112,0.9002772252562138,0.004309936426579952,11999
105,0,14,7433,op,-0.1923333333333334,110,True,False,False,True,881.0,110,0.8993769480309576,0.0022767421323806047,12109
106,0,14,7433,op,0.6482103643417357,120,True,True,False,False,842.0,120,0.8984775710829266,0.0048931678757071495,12229
107,0,14,7433,op,0.6327279386520385,120,True,True,False,False,898.0,120,0.8975790935118436,0.0032525344286113977,12349
108,0,14,7433,op,-0.15566666666666676,115,True,False,False,True,899.0,115,0.8966815144183318,0.003944694064557552,12464
109,0,14,7433,op,0.6354926404953002,120,True,True,False,False,888.0,120,0.8957848329039134,0.003011933993548155,12584
110,0,14,7433,op,-0.14833333333333343,116,True,False,False,True,899.0,116,0.8948890480710096,0.0023145796731114388,12700
111,0,14,7433,op,-0.3243333333333334,92,True,False,False,True,900.0,92,0.8939941590229386,0.0026123840361833572,12792
112,0,14,7433,op,0.6495927748680114,120,True,True,False,False,837.0,120,0.8931001648639156,0.0033996859565377235,12912
113,0,14,7433,op,-0.1923333333333334,110,True,False,False,True,892.0,110,0.8922070646990518,0.003014853224158287,13022
114,0,14,7433,op,0.6553986845016478,120,True,True,False,False,816.0,120,0.8913148576343527,0.0029953971970826387,13142
115,0,14,7433,op,-0.1410000000000001,117,True,False,False,True,893.0,117,0.8904235427767183,0.0025060700718313456,13259
116,0,14,7433,op,-0.14833333333333343,116,True,False,False,True,895.0,116,0.8895331192339416,0.0025446887593716383,13375
117,0,14,7433,op,-0.14833333333333343,116,True,False,False,True,882.0,116,0.8886435861147077,0.003226663451641798,13491
118,0,14,7433,op,0.6404691514968871,120,True,True,False,False,870.0,120,0.887754942528593,0.0038938664365559816,13611
119,0,14,7433,op,-0.1410000000000001,117,True,False,False,True,884.0,117,0.8868671875860644,0.0032254098914563656,13728
120,0,14,7433,op,-0.1410000000000001,117,True,False,False,True,899.0,117,0.8859803203984784,0.003906599711626768,13845
121,0,14,7433,op,0.6523574767112731,120,True,True,False,False,827.0,120,0.88509434007808,0.0032672984525561333,13965
122,0,14,7433,op,-0.12633333333333344,119,True,False,False,True,888.0,119,0.8842092457380019,0.002693608868867159,14084
123,0,14,7433,op,-0.12633333333333344,119,True,False,False,True,875.0,119,0.8833250364922639,0.00427240040153265,14203
124,0,14,7433,op,-0.13366666666666677,118,True,False,False,True,891.0,118,0.8824417114557717,0.002158976625651121,14321
125,0,14,7433,op,-0.18500000000000008,111,True,False,False,True,893.0,111,0.8815592697443159,0.002964444924145937,14432
126,0,14,7433,op,-0.18500000000000008,111,True,False,False,True,880.0,111,0.8806777104745716,0.004272308200597763,14543
127,0,14,7433,op,-0.14833333333333343,116,True,False,False,True,879.0,116,0.8797970327640969,0.00177187065128237,14659
128,0,14,7433,op,-0.13366666666666677,118,True,False,False,True,882.0,118,0.8789172357313328,0.002676317933946848,14777
129,0,14,7433,op,-0.22166666666666673,106,True,False,False,True,899.0,106,0.8780383184956015,0.0014547592727467418,14883
130,0,14,7433,op,-0.15566666666666676,115,True,False,False,True,890.0,115,0.8771602801771059,0.003507497487589717,14998
131,0,14,7433,op,-0.1410000000000001,117,True,False,False,True,894.0,117,0.8762831198969288,0.002936882432550192,15115
132,0,14,7433,op,0.645445662498474,120,True,True,False,False,852.0,120,0.8754068367770318,0.0030846104491502047,15235
133,0,14,7433,op,-0.21433333333333343,107,True,False,False,True,894.0,107,0.8745314299402548,0.002842034213244915,15342
134,0,14,7433,op,0.6545692262649535,120,True,True,False,False,819.0,120,0.8736568985103146,0.002686375053599477,15462
135,0,14,7433,op,-0.12633333333333344,119,True,False,False,True,895.0,119,0.8727832416118043,0.003752704244107008,15581
136,0,14,7433,op,0.6578869400024413,120,True,True,False,False,807.0,120,0.8719104583701925,0.0024466151371598244,15701
137,0,14,7433,op,-0.13366666666666677,118,True,False,False,True,899.0,118,0.8710385479118223,0.00434899190440774,15819
138,0,14,7433,op,0.6404691514968871,120,True,True,False,False,870.0,120,0.8701675093639105,0.0027526395861059427,15939
139,0,14,7433,op,-0.20700000000000007,108,True,False,False,True,898.0,108,0.8692973418545467,0.0032899100333452225,16047
140,0,14,7433,op,-0.20700000000000007,108,True,False,False,True,887.0,108,0.8684280445126921,0.0033380314707756042,16155
141,0,14,7433,op,-0.12633333333333344,119,True,False,False,True,900.0,119,0.8675596164681794,0.004144655540585518,16274
142,0,14,7433,op,-0.2583333333333334,101,True,False,False,True,891.0,101,0.8666920568517111,0.0022497158497571945,16375
143,0,14,7433,op,-0.2290000000000001,105,True,False,False,True,882.0,105,0.8658253647948594,0.0032156615052372217,16480
144,0,14,7433,op,0.6592692909240722,120,True,True,False,False,802.0,120,0.8649595394300645,0.0024964571930468082,16600
145,0,14,7433,op,-0.1630000000000001,114,True,False,False,True,892.0,114,0.8640945798906344,0.002418042393401265,16714
146,0,14,7433,op,-0.17033333333333342,113,True,False,False,True,894.0,113,0.8632304853107438,0.004184863530099392,16827
147,0,14,7433,op,-0.21433333333333343,107,True,False,False,True,884.0,107,0.862367254825433,0.004564816597849131,16934
148,0,14,7433,op,0.6346632418632506,120,True,True,False,False,891.0,120,0.8615048875706075,0.0021880038548260927,17054
149,0,14,7433,op,-0.15566666666666676,115,True,False,False,True,895.0,115,0.8606433826830369,0.0022140727378427982,17169
